Category,SourceVersion,Source,CountryCode,CountryName,Year,NumberProducts,NumberCountries,NumberCommodities,ProductCode,ProductName,ProductionQuantity,PhysicalUnit,ReferencePriceAtFGL,ProducerPriceAtFGL, ValueProduction_PP , ValueProduction_REF ,MonetaryUnit,NRP,NRP_SimpleAverage,DistortionValue,NOTES,WBIncomeGroup
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BDI,Burundi,2005,3,1,3,Other,Other,12741099.23,INDEX,0.8679,1," 12,741,099.23 "," 11,057,388.36 ",USD,15.227,34.77406907,1683710.863,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BEN,Benin,2005,1,1,1,F&V,Fruits and vegetables,13146515.81,INDEX,1.8676,1," 13,146,515.81 "," 24,552,727.11 ",USD,-46.456,-46.45598532,-11406211.3,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BEN,Benin,2005,1,1,1,Other,Other,72399799.99,INDEX,0.4496,1," 72,399,799.99 "," 32,547,541.49 ",USD,122.4432,122.443222,39852258.5,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BFA,Burkina Faso,2005,1,1,1,AnPr,Animal products,254221988.2,INDEX,1.5821,1," 254,221,988.23 "," 402,214,622.38 ",USD,-36.7944,-36.79444404,-147992634.2,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BFA,Burkina Faso,2005,3,1,3,GRN,Grains,584907901.7,INDEX,0.6377,1," 584,907,901.68 "," 372,973,569.13 ",USD,56.8229,111.2883089,211934332.5,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BFA,Burkina Faso,2005,2,1,2,OS&Pr,Oilseeds and products,69672397.56,INDEX,0.9162,1," 69,672,397.56 "," 63,834,880.55 ",USD,9.1447,18.08374052,5837517.014,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BFA,Burkina Faso,2005,1,1,1,Other,Other,236457360.9,INDEX,0.6161,1," 236,457,360.87 "," 145,671,050.92 ",USD,62.3228,62.32282213,90786309.96,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BRA,Brazil,2005,4,1,4,AnPr,Animal products,28779402092,INDEX,1,1," 28,779,402,092.50 "," 28,779,402,092.50 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BRA,Brazil,2005,3,1,3,GRN,Grains,8532944747,INDEX,0.7685,1," 8,532,944,746.68 "," 6,557,946,671.90 ",USD,30.1161,31.11929403,1974998075,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BRA,Brazil,2005,1,1,1,OS&Pr,Oilseeds and products,10175010011,INDEX,1,1," 10,175,010,010.55 "," 10,175,010,010.55 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,BRA,Brazil,2005,3,1,3,Other,Other,10358227319,INDEX,1,1," 10,358,227,319.38 "," 10,358,227,319.38 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CAN,Canada,2005,5,1,5,AnPr,Animal products,13570427453,INDEX,0.8383,1," 13,570,427,453.27 "," 11,376,031,030.95 ",USD,19.2896,28.9864814,2194396422,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CAN,Canada,2005,4,1,4,F&V,Fruits and vegetables,1441000152,INDEX,1,1," 1,441,000,152.12 "," 1,441,000,152.12 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CAN,Canada,2005,4,1,4,GRN,Grains,4508932044,INDEX,1,1," 4,508,932,044.25 "," 4,508,932,044.25 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CAN,Canada,2005,2,1,2,OS&Pr,Oilseeds and products,2630606366,INDEX,1,1," 2,630,606,366.16 "," 2,630,606,366.16 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CAN,Canada,2005,1,1,1,Other,Other,225636714.3,INDEX,1,1," 225,636,714.25 "," 225,636,714.25 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHE,Switzerland,2005,6,1,6,AnPr,Animal products,3500897538,INDEX,0.4741,1," 3,500,897,538.23 "," 1,659,674,291.77 ",USD,110.9388,197.617031,1841223246,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHE,Switzerland,2005,3,1,3,GRN,Grains,358515265.5,INDEX,0.6147,1," 358,515,265.47 "," 220,365,353.90 ",USD,62.6913,73.70015986,138149911.6,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHE,Switzerland,2005,1,1,1,OS&Pr,Oilseeds and products,59841152.14,INDEX,0.256,1," 59,841,152.14 "," 15,322,300.00 ",USD,290.5494,290.5494093,44518852.14,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHE,Switzerland,2005,1,1,1,Other,Other,130022460.9,INDEX,0.2851,1," 130,022,460.88 "," 37,070,094.79 ",USD,250.7476,250.7475814,92952366.09,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHL,Chile,2005,4,1,4,AnPr,Animal products,2267580001,INDEX,0.9955,1," 2,267,580,001.08 "," 2,257,284,013.81 ",USD,0.4561,0.686574126,10295987.28,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHL,Chile,2005,8,1,8,F&V,Fruits and vegetables,1576598801,INDEX,1,1," 1,576,598,800.78 "," 1,576,598,800.78 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHL,Chile,2005,2,1,2,GRN,Grains,539333528.6,INDEX,1,1," 539,333,528.62 "," 539,333,528.62 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHL,Chile,2005,1,1,1,Other,Other,197632001.2,INDEX,0.6438,1," 197,632,001.20 "," 127,234,773.81 ",USD,55.3286,55.32860654,70397227.39,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHN,China,2005,6,1,6,AnPr,Animal products,1.55739E+11,INDEX,0.973,1," 155,739,140,458.61 "," 151,537,625,854.09 ",USD,2.7726,4.85230035,4201514605,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHN,China,2005,3,1,3,F&V,Fruits and vegetables,92020485938,INDEX,0.9859,1," 92,020,485,937.63 "," 90,726,668,578.73 ",USD,1.4261,5.268817204,1293817359,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHN,China,2005,3,1,3,GRN,Grains,68093769250,INDEX,0.9643,1," 68,093,769,250.28 "," 65,664,963,350.66 ",USD,3.6988,6.614158235,2428805900,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHN,China,2005,3,1,3,OS&Pr,Oilseeds and products,14224253329,INDEX,0.9724,1," 14,224,253,328.92 "," 13,832,255,949.90 ",USD,2.8339,3.001730149,391997379,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CHN,China,2005,2,1,2,Other,Other,11861506565,INDEX,0.5602,1," 11,861,506,564.92 "," 6,644,507,535.77 ",USD,78.516,70.11805263,5216999029,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,COL,Colombia,2005,5,1,5,AnPr,Animal products,5380365118,INDEX,0.7884,1," 5,380,365,118.09 "," 4,241,782,560.19 ",USD,26.8421,27.87411354,1138582558,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,COL,Colombia,2005,2,1,2,F&V,Fruits and vegetables,1147552421,INDEX,1,1," 1,147,552,421.23 "," 1,147,552,421.23 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,COL,Colombia,2005,2,1,2,GRN,Grains,926210457.6,INDEX,0.5011,1," 926,210,457.64 "," 464,079,377.50 ",USD,99.5802,94.99326582,462131080.1,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,COL,Colombia,2005,1,1,1,OS&Pr,Oilseeds and products,315557896.5,INDEX,0.7856,1," 315,557,896.50 "," 247,894,628.20 ",USD,27.2952,27.29517327,67663268.3,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,COL,Colombia,2005,3,1,3,Other,Other,3539350098,INDEX,0.8563,1," 3,539,350,098.37 "," 3,030,913,380.69 ",USD,16.775,26.15600957,508436717.7,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CRI,Costa Rica,2005,4,1,4,AnPr,Animal products,642588704,INDEX,0.8965,1," 642,588,704.01 "," 576,064,171.03 ",USD,11.5481,19.96561483,66524532.97,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CRI,Costa Rica,2005,2,1,2,F&V,Fruits and vegetables,1037057734,INDEX,1,1," 1,037,057,733.86 "," 1,037,057,733.86 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CRI,Costa Rica,2005,1,1,1,GRN,Grains,58627636.62,INDEX,0.3856,1," 58,627,636.62 "," 22,606,241.36 ",USD,159.3427,159.3426996,36021395.26,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CRI,Costa Rica,2005,1,1,1,OS&Pr,Oilseeds and products,34291697.06,INDEX,1,1," 34,291,697.06 "," 34,291,697.06 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,CRI,Costa Rica,2005,2,1,2,Other,Other,294857638.2,INDEX,0.9426,1," 294,857,638.20 "," 277,918,638.28 ",USD,6.0949,11.72643658,16938999.93,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ETH,Ethiopia,2005,1,1,1,AnPr,Animal products,443732472,INDEX,2.3202,1," 443,732,472.03 "," 1,029,565,692.10 ",USD,-56.901,-56.90100443,-585833220.1,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ETH,Ethiopia,2005,2,1,2,F&V,Fruits and vegetables,53491684.57,INDEX,1.0148,1," 53,491,684.57 "," 54,285,925.26 ",USD,-1.4631,-0.49771035,-794240.6882,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ETH,Ethiopia,2005,5,1,5,GRN,Grains,2240298514,INDEX,2.461,1," 2,240,298,513.54 "," 5,513,277,608.61 ",USD,-59.3654,-40.32560205,-3272979095,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ETH,Ethiopia,2005,1,1,1,OS&Pr,Oilseeds and products,54455673.75,INDEX,1.1409,1," 54,455,673.75 "," 62,127,811.00 ",USD,-12.349,-12.34895794,-7672137.25,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ETH,Ethiopia,2005,1,1,1,Other,Other,89158017.99,INDEX,1.3815,1," 89,158,017.99 "," 123,174,666.92 ",USD,-27.6166,-27.61659502,-34016648.94,[9],Low Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,EUR,European Union,2005,6,1,6,AnPr,Animal products,1.39964E+11,INDEX,0.7529,1," 139,963,526,745.86 "," 105,384,704,858.46 ",USD,32.812,35.05748767,34578821887,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,EUR,European Union,2005,2,1,2,F&V,Fruits and vegetables,22571861536,INDEX,0.9694,1," 22,571,861,535.74 "," 21,881,502,363.46 ",USD,3.155,4.279644382,690359172.3,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,EUR,European Union,2005,5,1,6,GRN,Grains,46585628887,INDEX,0.9625,1," 46,585,628,887.16 "," 44,839,601,336.13 ",USD,3.8939,6.07080351,1746027551,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,EUR,European Union,2005,3,1,3,OS&Pr,Oilseeds and products,5414272358,INDEX,1,1," 5,414,272,357.50 "," 5,414,272,357.50 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,EUR,European Union,2005,3,1,3,Other,Other,50145195118,INDEX,0.8795,1," 50,145,195,117.93 "," 44,101,851,722.42 ",USD,13.7032,60.02886737,6043343396,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,GHA,Ghana,2005,2,1,2,GRN,Grains,386129510.4,INDEX,2.1746,1," 386,129,510.35 "," 839,666,712.59 ",USD,-54.014,-35.53727796,-453537202.2,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,GHA,Ghana,2005,1,1,1,OS&Pr,Oilseeds and products,49290659.94,INDEX,1.1035,1," 49,290,659.94 "," 54,394,621.95 ",USD,-9.3832,-9.383210748,-5103962.014,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IDN,Indonesia,2005,5,1,5,AnPr,Animal products,4902677475,INDEX,0.8004,1," 4,902,677,474.60 "," 3,924,004,487.52 ",USD,24.9407,22.62294026,978672987.1,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IDN,Indonesia,2005,2,1,2,F&V,Fruits and vegetables,2332761501,INDEX,1,1," 2,332,761,501.37 "," 2,332,761,501.37 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IDN,Indonesia,2005,2,1,2,GRN,Grains,11090246254,INDEX,1.0242,1," 11,090,246,253.71 "," 11,358,152,551.94 ",USD,-2.3587,4.931760918,-267906298.2,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IDN,Indonesia,2005,2,1,2,OS&Pr,Oilseeds and products,3529077282,INDEX,1.0336,1," 3,529,077,282.46 "," 3,647,524,042.69 ",USD,-3.2473,-1.781384297,-118446760.2,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IDN,Indonesia,2005,4,1,4,Other,Other,3845867206,INDEX,0.9295,1," 3,845,867,205.91 "," 3,574,560,574.69 ",USD,7.5899,11.17803593,271306631.2,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IND,India,2005,5,1,5,AnPr,Animal products,26713262521,INDEX,1.5358,1," 26,713,262,520.76 "," 41,026,053,370.91 ",USD,-34.8871,-15.93977262,-14312790850,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IND,India,2005,7,1,7,F&V,Fruits and vegetables,15987891492,INDEX,1.2599,1," 15,987,891,491.99 "," 20,143,514,215.54 ",USD,-20.6301,-18.45369743,-4155622724,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IND,India,2005,3,1,3,GRN,Grains,33137132901,INDEX,1.1878,1," 33,137,132,901.36 "," 39,360,552,829.37 ",USD,-15.8113,-7.822696533,-6223419928,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IND,India,2005,3,1,3,OS&Pr,Oilseeds and products,7809291615,INDEX,0.9174,1," 7,809,291,614.75 "," 7,164,025,247.03 ",USD,9.007,14.69871815,645266367.7,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,IND,India,2005,2,1,2,Other,Other,12945614762,INDEX,0.9152,1," 12,945,614,761.80 "," 11,848,383,222.67 ",USD,9.2606,6.977470132,1097231539,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ISL,Iceland,2005,7,1,7,AnPr,Animal products,194674529.1,INDEX,0.4658,1," 194,674,529.12 "," 90,674,395.68 ",USD,114.6963,232.7165292,104000133.4,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ISR,Israel,2005,5,1,5,AnPr,Animal products,1355869917,INDEX,0.7944,1," 1,355,869,917.36 "," 1,077,121,507.72 ",USD,25.879,40.48109975,278748409.6,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ISR,Israel,2005,9,1,9,F&V,Fruits and vegetables,1867404946,INDEX,0.9963,1," 1,867,404,946.35 "," 1,860,552,060.46 ",USD,0.3683,1.047692056,6852885.883,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ISR,Israel,2005,1,1,1,GRN,Grains,35240121,INDEX,0.9184,1," 35,240,121.00 "," 32,365,500.95 ",USD,8.8817,8.881741267,2874620.054,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ISR,Israel,2005,1,1,1,OS&Pr,Oilseeds and products,32360249.65,INDEX,1,1," 32,360,249.65 "," 32,360,249.65 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,ISR,Israel,2005,2,1,2,Other,Other,187601465.7,INDEX,0.9954,1," 187,601,465.71 "," 186,731,547.30 ",USD,0.4659,1.421717788,869918.409,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,JPN,Japan,2005,5,1,5,AnPr,Animal products,19821338050,INDEX,0.6133,1," 19,821,338,049.91 "," 12,156,964,287.94 ",USD,63.0451,70.36591217,7664373762,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,JPN,Japan,2005,9,1,9,F&V,Fruits and vegetables,9759081114,INDEX,0.7188,1," 9,759,081,114.41 "," 7,015,060,842.23 ",USD,39.1161,60.98899806,2744020272,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,JPN,Japan,2005,3,1,3,GRN,Grains,17795963185,INDEX,0.1998,1," 17,795,963,185.36 "," 3,555,190,523.13 ",USD,400.5629,199.7670903,14240772662,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,JPN,Japan,2005,1,1,1,OS&Pr,Oilseeds and products,236912862.3,INDEX,1,1," 236,912,862.33 "," 236,912,862.33 ",USD,0,0,0,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,JPN,Japan,2005,1,1,1,Other,Other,633201652.4,INDEX,0.45,1," 633,201,652.44 "," 284,910,608.54 ",USD,122.2457,122.2457267,348291043.9,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,6,1,6,AnPr,Animal products,2451257380,INDEX,0.856,1," 2,451,257,380.34 "," 2,098,262,670.17 ",USD,16.8232,28.06884729,352994710.2,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,1,1,1,F&V,Fruits and vegetables,416174822.4,INDEX,1,1," 416,174,822.40 "," 416,174,822.40 ",USD,0,0,0,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,4,1,4,GRN,Grains,1311345143,INDEX,0.9022,1," 1,311,345,143.06 "," 1,183,078,383.18 ",USD,10.8418,0.603457797,128266759.9,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,1,1,1,OS&Pr,Oilseeds and products,52745495.18,INDEX,1.034,1," 52,745,495.18 "," 54,540,682.99 ",USD,-3.2915,-3.291465576,-1795187.806,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KAZ,Kazakhstan,2005,1,1,1,Other,Other,148866646.6,INDEX,0.9305,1," 148,866,646.60 "," 138,515,231.59 ",USD,7.4731,7.473123997,10351415.01,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KEN,Kenya,2005,3,1,3,F&V,Fruits and vegetables,411491781.7,INDEX,1.5537,1," 411,491,781.68 "," 639,338,167.82 ",USD,-35.6379,-41.36467288,-227846386.1,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KEN,Kenya,2005,1,1,1,GRN,Grains,80021151.12,INDEX,0.9369,1," 80,021,151.12 "," 74,974,969.53 ",USD,6.7305,6.730488347,5046181.587,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KEN,Kenya,2005,4,1,4,Other,Other,228722187.7,INDEX,1.0723,1," 228,722,187.65 "," 245,249,450.62 ",USD,-6.739,-6.630654137,-16527262.96,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,5,1,5,AnPr,Animal products,8542571447,INDEX,0.5529,1," 8,542,571,447.24 "," 4,723,577,032.42 ",USD,80.8496,87.17900298,3818994415,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,3,1,3,F&V,Fruits and vegetables,1882821326,INDEX,0.4514,1," 1,882,821,326.06 "," 849,865,933.12 ",USD,121.5433,142.1736667,1032955393,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,2,1,2,GRN,Grains,8455879422,INDEX,0.3056,1," 8,455,879,422.04 "," 2,584,338,843.52 ",USD,227.197,275.4756969,5871540579,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,KOR,"Korea, Republic of",2005,1,1,1,OS&Pr,Oilseeds and products,480733287.3,INDEX,0.1123,1," 480,733,287.35 "," 53,978,533.53 ",USD,790.6009,790.6008665,426754753.8,[9],High Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,LKA,Sri Lanka,2005,1,1,1,AnPr,Animal products,45560546.42,INDEX,0.964,1," 45,560,546.42 "," 43,918,247.65 ",USD,3.7394,3.739445115,1642298.766,[9],Middle Income Countries
COUNTRY_GROUP,Ag-Incentives Consortium (May 2020),Ag-Incentives Consortium,LKA,Sri Lanka,2005,3,1,3,F&V,Fruits and vegetables,108813652.6,INDEX,0.5492,1," 108,813,652.57 "," 59,764,631.81 ",USD,82.0703,77.61786096,49049020.76,[9],Middle Income Countries
